phase_1,phase_2,phase_3,device
0.519,8.744,2.239,cooktop
0.524,8.744,2.239,cooktop
0.513,8.718,2.032,cooktop
0.52,8.718,2.032,cooktop
0.528,8.753,2.032,cooktop
0.519,8.753,2.032,cooktop
0.522,8.727,1.909,cooktop
0.514,8.736,1.869,cooktop
0.523,8.716,1.936,cooktop
0.519,8.735,1.99,cooktop
0.518,8.735,1.99,cooktop
0.517,8.688,1.99,cooktop
0.524,8.688,1.99,cooktop
0.518,8.717,2.03,cooktop
0.517,8.683,2.25,cooktop
0.521,8.695,2.249,cooktop
0.518,8.709,2.238,cooktop
0.523,8.688,2.15,cooktop
0.514,8.695,2.179,cooktop
0.517,8.728,2.179,cooktop
0.522,8.728,2.179,cooktop
0.519,8.705,2.233,cooktop
0.525,8.729,2.233,cooktop
0.516,8.736,2.151,cooktop
0.524,8.682,2.528,cooktop
0.511,8.739,2.549,cooktop
0.518,8.734,2.502,cooktop
0.514,8.751,2.462,cooktop
0.52,8.751,2.462,cooktop
0.512,8.741,2.462,cooktop
0.514,8.745,2.528,cooktop
0.523,8.745,2.528,cooktop
0.518,8.745,2.528,cooktop
0.519,8.695,2.528,cooktop
0.516,8.747,2.474,cooktop
0.52,8.747,2.474,cooktop
0.515,8.74,2.463,cooktop
0.517,8.744,2.545,cooktop
0.521,8.751,2.52,cooktop
0.519,8.751,2.52,cooktop
0.516,8.751,2.52,cooktop
0.522,8.757,2.506,cooktop
0.519,8.743,2.461,cooktop
0.525,8.751,2.443,cooktop
0.529,8.75,2.574,cooktop
0.523,8.757,2.574,cooktop
0.525,8.768,2.574,cooktop
0.52,8.766,2.482,cooktop
0.521,8.766,2.482,cooktop
0.523,8.772,2.482,cooktop
0.515,8.776,2.457,cooktop
0.518,8.772,2.493,cooktop
0.52,8.772,2.493,cooktop
0.522,8.754,2.451,cooktop
0.523,8.754,2.451,cooktop
0.522,8.725,2.358,cooktop
0.532,8.737,2.29,cooktop
0.522,8.73,2.281,cooktop
0.52,8.724,2.359,cooktop
0.519,8.7,2.359,cooktop
0.518,8.706,2.266,cooktop
0.517,8.706,2.266,cooktop
0.516,8.694,2.293,cooktop
0.513,8.684,2.293,cooktop
0.522,8.684,2.293,cooktop
0.522,8.76,2.293,cooktop
0.519,8.763,2.257,cooktop
0.518,8.765,2.257,cooktop
0.52,8.765,2.257,cooktop
0.53,8.749,2.257,cooktop
0.518,8.769,2.257,cooktop
0.516,8.752,2.254,cooktop
0.516,8.754,2.254,cooktop
0.522,8.754,2.254,cooktop
0.518,8.765,2.26,cooktop
0.515,8.765,2.26,cooktop
0.513,8.762,2.26,cooktop
0.525,8.794,2.087,cooktop
0.523,8.794,2.087,cooktop
0.515,8.78,2.213,cooktop
0.519,8.78,2.213,cooktop
0.525,8.78,2.213,cooktop
0.521,8.778,2.051,cooktop
0.527,8.786,2.124,cooktop
0.528,8.814,2.198,cooktop
0.516,8.806,2.198,cooktop
0.514,8.806,2.198,cooktop
0.521,8.789,2.316,cooktop
0.519,8.789,2.316,cooktop
0.514,8.762,2.316,cooktop
0.516,8.709,2.316,cooktop
0.516,8.688,2.4,cooktop
0.509,8.681,2.4,cooktop
0.52,8.753,2.455,cooktop
0.521,8.711,2.455,cooktop
0.517,8.708,2.455,cooktop
0.516,8.708,2.455,cooktop
0.522,8.741,2.656,cooktop
0.52,8.709,2.656,cooktop
0.514,8.687,2.451,cooktop
0.518,8.682,2.485,cooktop
0.519,8.682,2.485,cooktop
0.521,8.728,2.485,cooktop
0.521,8.689,2.409,cooktop
0.519,8.709,2.51,cooktop
0.522,8.69,2.51,cooktop
0.515,8.705,2.616,cooktop
0.507,8.702,2.412,cooktop
0.524,8.734,2.412,cooktop
0.524,8.695,2.344,cooktop
0.517,8.65,2.452,cooktop
0.517,8.707,2.366,cooktop
0.515,8.73,2.431,cooktop
0.529,8.73,2.431,cooktop
0.519,8.686,2.431,cooktop
0.528,8.734,3.511,cooktop
0.526,8.742,3.303,cooktop
0.524,8.742,3.303,cooktop
0.522,8.742,3.303,cooktop
0.515,8.731,3.39,cooktop
0.513,8.694,3.404,cooktop
0.516,8.663,3.404,cooktop
0.517,8.656,3.363,cooktop
0.521,8.696,3.363,cooktop
0.517,8.696,3.363,cooktop
0.521,8.69,3.348,cooktop
0.519,8.739,3.348,cooktop
0.52,8.73,3.364,cooktop
0.522,8.705,3.364,cooktop
0.523,8.729,3.421,cooktop
0.524,8.747,3.421,cooktop
0.521,8.746,3.421,cooktop
0.521,8.754,3.477,cooktop
0.523,8.733,3.461,cooktop
0.523,8.694,3.461,cooktop
0.519,8.732,3.461,cooktop
0.51,8.732,3.461,cooktop
0.518,8.732,3.461,cooktop
0.519,8.709,3.385,cooktop
0.52,8.732,3.359,cooktop
0.513,8.76,3.359,cooktop
0.511,8.76,3.359,cooktop
0.517,8.76,3.359,cooktop
0.518,8.76,3.359,cooktop
0.511,8.742,3.359,cooktop
0.512,8.727,3.359,cooktop
0.505,8.727,3.359,cooktop
0.52,8.691,2.225,cooktop
0.521,8.697,2.221,cooktop
0.523,8.697,2.221,cooktop
0.525,8.705,2.221,cooktop
0.512,8.699,2.369,cooktop
0.519,8.688,2.369,cooktop
0.517,8.692,2.369,cooktop
0.513,8.692,2.369,cooktop
0.516,8.645,2.227,cooktop
0.526,8.681,2.227,cooktop
0.515,8.668,2.227,cooktop
0.512,8.662,2.604,cooktop
0.513,8.642,2.604,cooktop
0.514,8.646,2.669,cooktop
0.515,8.647,2.669,cooktop
0.511,8.665,2.532,cooktop
0.516,8.647,2.446,cooktop
0.512,8.659,2.465,cooktop
0.508,8.608,2.465,cooktop
0.52,8.554,2.465,cooktop
0.514,8.619,2.614,cooktop
0.51,8.628,2.582,cooktop
0.513,8.631,2.487,cooktop
0.52,8.647,2.56,cooktop
0.519,8.647,2.56,cooktop
0.512,8.665,2.533,cooktop
0.51,8.665,2.533,cooktop
0.516,8.659,2.524,cooktop
0.518,8.659,2.524,cooktop
0.519,8.666,2.509,cooktop
0.509,8.608,2.744,cooktop
0.518,8.608,2.744,cooktop
0.518,8.64,2.744,cooktop
0.517,8.642,2.744,cooktop
0.514,8.642,2.744,cooktop
0.517,8.62,2.744,cooktop
0.526,8.62,2.744,cooktop
0.518,8.631,2.798,cooktop
0.512,8.606,2.734,cooktop
0.512,8.632,2.734,cooktop
0.525,8.652,2.757,cooktop
0.514,8.639,2.757,cooktop
0.52,8.645,2.708,cooktop
0.523,8.636,2.708,cooktop
0.508,8.691,2.833,cooktop
0.506,8.665,2.685,cooktop
0.502,8.666,2.6,cooktop
0.501,8.666,2.6,cooktop
0.504,8.676,2.6,cooktop
0.493,8.662,2.376,cooktop
0.504,8.662,2.376,cooktop
0.504,0.216,2.376,cooktop
0.503,0.22,2.376,cooktop
0.506,0.218,2.472,cooktop
0.504,0.218,2.467,cooktop
0.497,0.218,2.467,cooktop
0.495,0.218,2.467,cooktop
0.502,0.225,2.495,cooktop
0.506,0.225,2.495,cooktop
0.495,0.222,2.429,cooktop
0.211,0.222,2.436,cooktop
0.223,0.218,2.636,cooktop
0.218,0.225,2.636,cooktop
0.213,0.217,2.636,cooktop
0.219,0.218,2.517,cooktop
0.213,0.218,2.517,cooktop
0.209,0.22,2.437,cooktop
0.211,0.22,2.437,cooktop
0.214,0.22,2.202,cooktop
0.215,0.221,2.333,cooktop
0.215,0.224,2.122,cooktop
1.048,0.218,2.105,cooktop
5.935,0.213,2.105,cooktop
5.74,0.22,2.276,cooktop
0.217,0.224,2.276,cooktop
0.214,0.223,2.166,cooktop
0.219,0.225,2.166,cooktop
0.212,0.219,2.166,cooktop
0.215,0.222,2.425,cooktop
0.213,0.222,2.425,cooktop
0.208,0.223,2.425,cooktop
0.218,0.217,2.465,cooktop
0.218,0.223,2.591,cooktop
0.212,0.222,2.459,cooktop
0.215,0.217,2.459,cooktop
0.214,0.222,2.408,cooktop
0.215,0.221,2.461,cooktop
0.218,0.221,2.461,cooktop
0.216,0.224,2.482,cooktop
0.222,0.22,2.542,cooktop
0.216,0.218,2.438,cooktop
0.217,0.219,2.419,cooktop
0.213,0.224,2.446,cooktop
0.215,0.216,2.519,cooktop
0.214,0.224,2.519,cooktop
0.217,0.222,2.415,cooktop
0.217,0.222,2.436,cooktop
0.219,0.218,2.422,cooktop
0.219,0.216,2.375,cooktop
0.22,0.219,2.449,cooktop
0.224,0.219,2.449,cooktop
0.221,0.217,2.449,cooktop
0.223,0.217,2.449,cooktop
0.221,0.215,2.357,cooktop
0.222,0.222,2.357,cooktop
5.924,0.219,2.38,cooktop
0.223,0.217,2.421,cooktop
0.218,0.222,2.421,cooktop
0.212,0.222,2.421,cooktop
0.218,0.222,2.478,cooktop
0.223,0.217,2.348,cooktop
0.214,0.222,2.348,cooktop
0.223,0.216,2.472,cooktop
0.221,0.224,2.362,cooktop
0.217,0.224,2.362,cooktop
0.227,0.224,2.362,cooktop
0.224,0.216,2.362,cooktop
0.218,0.217,2.498,cooktop
0.218,0.221,2.419,cooktop
0.216,0.221,2.419,cooktop
0.212,0.221,2.419,cooktop
0.21,0.22,2.344,cooktop
0.216,0.22,2.344,cooktop
0.213,0.224,2.376,cooktop
0.209,0.224,2.376,cooktop
0.219,0.222,2.269,cooktop
0.217,0.225,2.269,cooktop
0.219,0.225,2.269,cooktop
0.213,0.22,2.446,cooktop
0.204,0.224,9.923,cooktop
0.236,0.221,9.923,cooktop
0.234,0.221,9.923,cooktop
0.23,0.22,2.15,cooktop
0.224,0.22,2.15,cooktop
0.241,0.222,2.123,cooktop
0.225,0.222,2.123,cooktop
0.235,0.222,2.123,cooktop
0.234,0.222,2.123,cooktop
0.234,0.217,2.146,cooktop
0.241,0.217,2.111,cooktop
0.232,0.22,2.259,cooktop
0.234,0.22,2.259,cooktop
0.234,0.218,2.156,cooktop
0.241,0.218,2.156,cooktop
0.235,0.222,2.156,cooktop
0.24,0.222,2.156,cooktop
0.235,0.221,2.156,cooktop
0.229,0.219,2.482,cooktop
0.239,0.219,2.399,cooktop
0.227,0.223,2.456,cooktop
0.238,0.223,2.456,cooktop
0.229,0.218,2.456,cooktop
0.23,0.218,2.456,cooktop
0.241,0.222,2.417,cooktop
0.242,0.216,2.42,cooktop
0.227,0.216,2.42,cooktop
0.235,0.217,2.425,cooktop
0.225,0.221,2.529,cooktop
0.237,0.222,2.526,cooktop
0.237,0.216,2.508,cooktop
0.23,0.22,2.508,cooktop
0.242,0.22,2.508,cooktop
0.239,0.219,2.508,cooktop
0.237,0.219,2.508,cooktop
0.241,0.216,2.55,cooktop
0.23,0.216,2.288,cooktop
0.229,0.222,2.288,cooktop
0.236,0.222,2.459,cooktop
0.232,0.22,2.462,cooktop
0.233,0.223,2.546,cooktop
0.225,0.223,2.546,cooktop
0.241,0.22,2.546,cooktop
0.239,0.216,2.278,cooktop
0.228,0.222,2.427,cooktop
0.231,0.22,2.277,cooktop
1.968,0.218,2.335,cooktop
8.048,0.207,2.335,cooktop
1.966,0.207,2.335,cooktop
8.054,0.219,2.335,cooktop
8.054,0.219,2.262,cooktop
3.928,0.209,2.294,cooktop
3.939,0.211,2.307,cooktop
3.942,0.211,2.307,cooktop
11.898,0.236,2.35,cooktop
4.785,0.226,2.443,cooktop
0.402,0.236,2.322,cooktop
0.407,0.233,2.322,cooktop
0.403,0.233,2.322,cooktop
0.405,0.234,2.314,cooktop
0.41,0.226,2.276,cooktop
0.396,0.233,2.276,cooktop
0.404,0.235,2.277,cooktop
0.393,0.233,2.587,cooktop
11.943,0.23,2.598,cooktop
11.818,0.23,2.598,cooktop
4.784,0.233,2.562,cooktop
0.402,0.234,2.523,cooktop
0.397,0.229,2.357,cooktop
0.407,0.233,2.357,cooktop
11.75,0.226,2.357,cooktop
4.781,0.226,2.357,cooktop
0.392,0.232,2.508,cooktop
0.384,0.232,2.508,cooktop
0.399,0.232,2.48,cooktop
0.388,0.232,2.48,cooktop
0.395,0.232,2.48,cooktop
0.404,0.235,2.479,cooktop
0.393,0.236,2.479,cooktop
0.387,0.231,2.519,cooktop
11.933,0.227,2.464,cooktop
11.864,0.23,2.55,cooktop
0.404,0.23,2.55,cooktop
0.4,0.23,2.55,cooktop
0.398,0.23,2.55,cooktop
0.398,0.23,2.488,cooktop
0.4,0.23,2.488,cooktop
11.967,0.23,2.488,cooktop
0.395,0.232,2.488,cooktop
0.389,0.236,2.494,cooktop
4.781,0.229,2.61,cooktop
0.399,0.229,2.381,cooktop
11.84,0.229,2.381,cooktop
0.404,0.227,2.512,cooktop
0.413,0.227,2.512,cooktop
0.394,0.234,2.4,cooktop
0.396,0.236,2.493,cooktop
0.406,0.231,2.413,cooktop
0.401,0.234,2.888,cooktop
0.391,0.228,2.767,cooktop
11.906,0.264,2.767,cooktop
0.401,0.233,2.956,cooktop
0.396,0.228,2.825,cooktop
11.99,0.228,2.606,cooktop
4.81,0.227,2.701,cooktop
0.397,0.23,2.701,cooktop
12.01,0.225,2.701,cooktop
11.943,0.228,2.619,cooktop
0.39,0.236,2.502,cooktop
0.392,0.235,2.563,cooktop
4.753,0.235,2.563,cooktop
4.73,0.235,2.563,cooktop
11.942,0.231,2.563,cooktop
0.39,0.229,2.445,cooktop
0.402,0.229,2.445,cooktop
0.393,0.237,2.546,cooktop
0.4,0.236,2.607,cooktop
0.404,0.237,2.511,cooktop
0.398,0.23,2.537,cooktop
12.086,0.23,2.537,cooktop
0.395,0.232,2.881,cooktop
0.397,0.232,2.881,cooktop
11.965,0.232,2.881,cooktop
11.869,0.226,2.777,cooktop
0.223,0.316,1.791,none
0.221,0.318,1.835,none
0.227,0.231,1.835,none
0.22,0.231,1.727,none
0.219,0.226,1.711,none
0.217,0.226,1.733,none
0.219,0.226,1.733,none
0.216,0.221,1.798,none
0.217,0.221,1.798,none
0.218,0.224,1.638,none
0.25,0.224,1.631,none
0.219,0.223,1.631,none
0.216,0.223,1.631,none
0.217,0.223,1.631,none
0.221,0.219,1.631,none
0.215,0.226,1.631,none
0.216,0.221,1.631,none
0.212,0.221,1.631,none
0.212,0.224,1.673,none
0.218,0.227,1.636,none
0.211,0.227,1.636,none
0.217,0.222,1.657,none
0.211,0.22,1.715,none
0.216,0.223,1.683,none
0.216,0.225,1.683,none
0.221,0.225,1.609,none
0.216,0.225,1.609,none
0.22,0.225,1.609,none
0.211,0.222,1.609,none
0.217,0.22,1.609,none
0.219,0.22,1.58,none
0.218,0.22,1.58,none
0.219,0.219,1.616,none
0.212,0.219,1.566,none
0.216,0.219,1.566,none
0.218,0.22,1.655,none
0.213,0.226,1.655,none
0.211,0.223,1.449,none
0.216,0.223,1.449,none
0.215,0.222,1.449,none
0.216,0.222,1.449,none
0.219,0.222,1.449,none
0.217,0.222,1.449,none
0.213,0.222,1.449,none
0.215,0.225,1.449,none
0.219,0.22,1.488,none
0.216,0.226,1.442,none
0.215,0.226,1.442,none
0.219,0.228,1.453,none
0.218,0.228,1.453,none
0.219,0.222,1.45,none
0.219,0.221,1.45,none
0.218,0.224,1.45,none
0.217,0.224,1.45,none
0.221,0.223,1.45,none
0.214,0.223,1.45,none
0.213,0.226,1.467,none
0.218,0.226,1.467,none
0.215,0.226,1.467,none
0.215,0.222,1.621,none
0.221,0.222,1.621,none
0.213,0.223,1.621,none
0.212,0.226,1.564,none
0.212,0.225,1.521,none
0.213,0.225,1.521,none
0.213,0.225,1.58,none
0.218,0.225,1.58,none
0.217,0.225,1.58,none
0.211,0.225,1.58,none
0.213,0.219,1.579,none
0.218,0.219,1.579,none
0.211,0.219,1.579,none
0.217,0.225,1.574,none
0.217,0.224,1.574,none
0.211,0.226,1.574,none
0.221,0.221,1.586,none
0.217,0.221,1.586,none
0.22,0.221,1.65,none
0.213,0.223,1.634,none
0.217,0.226,1.577,none
0.214,0.226,1.577,none
0.213,0.226,1.577,none
0.22,0.225,1.655,none
0.216,0.225,1.564,none
0.219,0.225,1.564,none
0.217,0.223,1.534,none
0.22,0.224,1.534,none
0.211,0.224,1.534,none
0.214,0.224,1.534,none
0.217,0.224,1.632,none
0.212,0.224,1.632,none
0.218,0.224,1.632,none
0.22,0.224,1.632,none
0.212,0.227,1.768,none
0.216,0.228,1.679,none
0.217,0.228,1.679,none
0.213,0.228,1.679,none
0.222,0.228,1.679,none
0.215,0.221,1.679,none
0.214,0.223,1.679,none
0.211,0.222,1.679,none
0.218,0.228,1.74,none
0.244,0.222,1.684,none
0.213,0.221,1.805,none
0.217,0.221,1.805,none
0.22,0.228,1.705,none
0.213,0.228,1.705,none
0.217,0.222,1.705,none
0.212,0.226,1.705,none
0.214,0.226,1.705,none
0.215,0.226,1.705,none
0.215,0.223,1.705,none
0.221,0.223,1.705,none
0.213,0.226,1.765,none
0.211,0.226,1.765,none
0.211,0.223,1.704,none
0.215,0.223,1.704,none
0.212,0.226,1.704,none
0.219,0.226,1.704,none
0.215,0.219,1.709,none
0.218,0.223,1.709,none
0.219,0.222,1.709,none
0.218,0.222,1.704,none
0.214,0.221,1.704,none
0.218,0.22,1.704,none
0.217,0.222,1.704,none
0.219,0.222,1.704,none
0.22,0.222,1.704,none
0.217,0.225,1.704,none
0.212,0.225,1.704,none
0.214,0.225,1.704,none
0.219,0.225,1.704,none
0.213,0.225,1.704,none
0.219,0.223,1.704,none
0.215,0.219,1.702,none
0.214,0.224,1.707,none
0.213,0.224,1.707,none
0.217,0.22,1.817,none
0.216,0.22,1.817,none
0.215,0.221,1.817,none
0.22,0.221,1.694,none
0.218,0.222,1.694,none
0.213,0.222,1.694,none
0.253,0.223,1.694,none
0.246,0.223,1.694,none
0.257,0.221,1.714,none
0.258,0.222,1.694,none
0.251,0.222,1.694,none
0.251,0.223,1.668,none
0.263,0.223,1.668,none
0.249,0.223,1.668,none
0.248,0.226,1.668,none
0.252,0.221,1.799,none
0.246,0.221,1.799,none
0.25,0.221,1.785,none
0.247,0.22,1.785,none
0.256,0.226,1.785,none
0.261,0.226,1.785,none
0.25,0.22,1.785,none
0.257,0.22,1.785,none
0.254,0.219,1.785,none
0.254,0.221,2.125,none
0.253,0.221,2.125,none
0.247,0.226,1.903,none
0.258,0.226,1.903,none
0.262,0.226,1.903,none
0.254,0.224,1.903,none
0.257,0.22,1.903,none
0.258,0.226,2.559,none
0.263,0.222,3.154,none
0.261,0.225,2.226,none
0.263,0.218,2.226,none
0.263,0.219,2.226,none
0.257,0.224,2.47,none
0.258,0.224,2.47,none
0.26,0.218,2.47,none
0.254,0.225,2.262,none
0.257,0.226,2.198,none
0.252,0.218,2.198,none
0.258,0.219,2.488,none
0.257,0.219,2.488,none
0.256,0.219,2.488,none
0.255,0.219,2.488,none
0.262,0.217,2.488,none
0.259,0.224,2.488,none
0.256,0.218,2.356,none
0.252,0.221,2.356,none
0.25,0.221,2.356,none
0.256,0.221,2.356,none
0.259,0.221,2.356,none
0.253,0.216,2.352,none
0.261,0.216,2.352,none
0.258,0.22,2.392,none
0.264,0.22,2.392,none
0.266,0.22,2.392,none
0.268,0.216,2.391,none
0.265,0.216,2.391,none
0.254,0.216,2.391,none
0.256,0.221,2.469,none
0.252,0.221,2.469,none
0.262,0.221,2.469,none
0.257,0.221,2.469,none
0.265,0.221,2.469,none
0.265,0.218,2.469,none
0.262,0.22,2.259,none
0.262,0.218,2.588,none
0.268,0.218,2.588,none
0.254,0.221,2.502,none
0.252,0.221,2.502,none
0.256,0.221,2.502,none
0.254,0.225,2.599,none
0.263,0.225,2.599,none
0.265,0.223,2.599,none
0.254,0.223,2.599,none
0.255,0.22,2.599,none
0.261,0.217,2.599,none
0.254,0.221,2.599,none
0.271,0.221,2.599,none
0.256,0.221,2.599,none
0.264,0.214,2.599,none
0.265,0.217,2.646,none
0.261,0.217,2.646,none
0.252,0.217,2.646,none
0.264,0.217,2.646,none
0.257,0.224,2.646,none
0.263,0.224,2.367,none
0.262,0.224,2.367,none
0.258,0.223,2.329,none
0.267,0.223,2.329,none
0.268,0.223,2.329,none
0.256,0.223,2.329,none
0.262,0.215,2.359,none
0.262,0.217,2.359,none
0.26,0.217,2.401,none
0.263,0.219,2.401,none
0.258,0.216,2.401,none
0.252,0.216,2.401,none
0.266,0.215,2.401,none
0.259,0.215,2.401,none
0.264,0.215,2.401,none
0.255,0.216,2.193,none
0.259,0.221,2.089,none
0.261,0.217,2.131,none
0.263,0.217,2.131,none
0.272,0.22,2.076,none
0.258,0.22,2.076,none
0.26,0.216,2.076,none
0.266,0.216,2.21,none
0.264,0.222,2.186,none
0.262,0.222,2.186,none
0.266,0.216,2.139,none
0.262,0.216,2.139,none
0.269,0.215,2.283,none
0.257,0.215,2.283,none
0.264,0.22,2.283,none
0.26,0.22,2.283,none
0.259,0.22,2.283,none
0.267,0.282,2.283,none
0.262,0.217,2.283,none
0.271,0.214,1.93,none
0.263,0.214,1.93,none
0.236,0.216,1.919,none
0.24,0.216,1.919,none
0.233,0.215,1.919,none
0.241,0.223,1.98,none
0.24,0.22,1.98,none
0.23,0.217,2.085,none
0.237,0.214,2.085,none
0.236,0.214,2.085,none
0.238,0.222,1.909,none
0.241,0.219,1.677,none
0.234,0.221,2.186,none
0.233,0.221,2.186,none
0.238,0.221,2.186,none
0.24,0.217,2.138,none
0.235,0.215,2.163,none
0.239,0.215,2.163,none
0.24,0.215,2.163,none
0.234,0.223,2.309,none
0.325,0.221,2.454,none
0.239,0.221,2.454,none
0.229,0.221,2.454,none
0.775,0.23,2.576,none
0.774,0.231,2.444,none
0.768,0.231,2.444,none
0.765,0.234,2.467,none
0.759,0.233,2.467,none
0.777,0.232,2.559,none
0.772,0.229,2.497,none
0.775,0.235,2.419,none
0.773,0.232,2.466,none
0.773,0.232,2.455,none
0.771,0.229,2.455,none
0.785,0.231,2.453,none
0.776,0.231,2.453,none
0.778,0.236,2.433,none
0.777,0.236,2.433,none
0.771,0.236,2.433,none
0.772,0.236,2.433,none
0.779,0.231,2.49,none
0.775,0.234,2.441,none
0.768,0.236,2.441,none
0.78,0.232,2.441,none
0.77,0.228,2.335,none
0.769,0.236,2.316,none
0.77,0.236,2.439,none
0.775,0.234,2.439,none
0.768,0.232,2.318,none
0.769,0.232,2.318,none
0.764,0.232,2.221,none
0.765,0.235,2.248,none
0.756,0.23,2.217,none
0.763,0.236,2.249,none
0.774,0.232,2.278,none
0.771,0.235,2.239,none
0.769,0.235,2.239,none
0.761,0.235,2.239,none
0.759,0.229,2.76,none
0.76,0.232,2.76,none
0.765,0.233,2.545,none
0.771,0.236,2.496,none
0.769,0.229,2.5,none
0.782,0.229,2.441,none
0.768,0.235,2.467,none
0.769,0.231,2.545,none
0.761,0.231,2.545,none
0.764,0.23,2.403,none
0.756,0.236,2.451,none
0.757,0.233,2.497,none
0.768,0.233,2.497,none
0.762,0.233,2.392,none
0.766,0.234,2.392,none
0.761,0.237,2.366,none
0.764,0.234,2.349,none
0.763,0.234,2.349,none
0.764,0.235,2.521,none
0.767,0.232,2.521,none
0.764,0.234,2.521,none
0.762,0.234,2.521,none
0.771,0.234,2.521,none
0.77,0.232,2.428,none
0.765,0.236,2.428,none
0.766,0.231,2.396,none
0.779,0.233,2.396,none
0.776,0.233,2.396,none
0.769,0.233,2.404,none
0.767,0.234,2.404,none
0.769,0.234,2.409,none
0.773,0.231,2.468,none
0.773,0.233,2.468,none
0.773,0.23,2.487,none
0.761,0.233,2.348,none
0.77,0.235,2.412,none
0.759,0.231,2.412,none
0.773,0.229,2.412,none
0.767,0.236,2.417,none
0.769,0.236,2.417,none
0.766,0.231,2.394,none
0.773,0.231,2.394,none
0.774,0.231,2.408,none
0.766,0.231,2.318,none
0.775,0.234,2.334,none
0.772,0.233,2.398,none
0.774,0.236,2.398,none
0.774,0.23,2.337,none
0.771,0.229,2.337,none
0.776,0.229,2.337,none
0.767,0.229,2.464,none
0.767,0.231,2.358,none
0.768,0.234,2.307,none
0.77,0.236,2.392,none
0.769,0.235,2.495,none
0.768,0.229,2.363,none
0.769,0.229,2.363,none
0.765,0.229,2.363,none
0.772,0.23,2.301,none
0.772,0.234,2.497,none
0.775,0.237,2.364,none
0.775,0.233,2.466,none
0.764,0.237,2.466,none
0.774,0.237,2.466,none
0.773,0.233,2.359,none
0.771,0.234,2.416,none
0.775,0.234,2.416,none
0.776,0.234,2.535,none
0.778,0.234,2.463,none
0.774,0.236,2.463,none
0.771,0.229,2.463,none
0.774,0.231,2.336,none
0.779,0.229,2.469,none
0.763,0.237,2.413,none
0.768,0.231,2.413,none
0.767,0.236,2.401,none
0.773,0.235,2.401,none
0.766,0.235,2.401,none
0.775,0.229,2.536,none
0.761,0.234,2.383,none
0.77,0.237,2.383,none
0.76,0.236,2.36,none
0.762,0.236,2.36,none
0.759,0.231,2.429,none
0.762,0.231,2.429,none
0.765,0.234,2.429,none
0.768,0.234,2.429,none
0.755,0.236,2.452,none
0.771,0.23,2.484,none
0.771,0.23,2.521,none
0.767,0.23,2.521,none
0.779,0.238,2.521,none
0.777,0.238,2.521,none
0.772,0.233,2.521,none
0.762,0.236,2.501,none
0.775,0.233,2.501,none
0.76,0.231,2.431,none
0.776,0.23,2.431,none
0.776,0.237,2.41,none
0.771,0.232,2.503,none
0.776,0.229,2.371,none
0.767,0.236,2.512,none
0.771,0.237,2.491,none
0.778,0.229,2.37,none
0.772,0.231,2.418,none
0.77,0.229,2.467,none
0.769,0.229,2.467,none
0.762,0.231,2.478,none
0.764,0.236,2.375,none
0.761,0.234,2.438,none
0.751,0.235,2.438,none
0.762,0.229,2.438,none
0.769,0.237,2.438,none
0.761,0.232,2.438,none
0.76,0.236,2.469,none
0.765,0.233,2.432,none
0.782,0.233,2.432,none
0.769,0.233,2.432,none
0.781,0.236,2.39,none
0.773,0.234,2.388,none
0.773,0.237,2.448,none
0.777,0.235,2.34,none
0.769,0.232,2.34,none
0.775,0.233,2.392,none
0.776,0.235,2.392,none
0.77,0.235,2.392,none
0.771,0.233,2.376,none
0.765,0.237,2.442,none
0.767,0.241,2.509,none
0.765,0.241,2.509,none
0.772,0.238,2.336,none
0.771,0.238,2.336,none
0.781,0.236,2.336,none
0.765,0.232,2.428,none
0.781,0.234,2.306,none
0.771,0.234,2.306,none
0.769,0.231,2.189,none
0.774,0.235,2.285,none
0.771,0.236,2.246,none
0.771,0.237,2.074,none
0.773,0.237,2.074,none
0.77,0.237,2.074,none
0.777,0.236,2.023,none
0.772,0.236,2.023,none
0.768,0.231,2.023,none
0.763,0.232,2.331,none
0.765,0.234,2.334,none
0.773,0.234,2.334,none
0.769,0.23,2.312,none
0.955,0.232,2.396,none
0.807,0.233,2.396,none
0.803,0.231,2.396,none
0.806,0.231,2.396,none
0.765,0.23,2.202,none
0.771,0.237,2.164,none
0.788,0.234,2.176,none
0.788,0.229,2.176,none
0.776,0.271,2.261,none
0.783,0.273,2.028,none
0.784,0.273,2.028,none
1,0.233,1.986,none
0.785,0.233,1.986,none
0.788,0.233,1.986,none
0.78,0.236,1.977,none
0.783,0.233,1.958,none
0.781,0.234,2.035,none
0.785,0.234,2.035,none
0.791,0.232,2.035,none
0.787,0.237,2.004,none
0.787,0.23,2.112,none
0.787,0.235,1.988,none
0.785,0.235,1.988,none
0.789,0.234,2.031,none
0.795,0.232,2.017,none
0.789,0.232,2.017,none
0.788,0.232,2.017,none
0.789,0.237,2.007,none
0.789,0.23,1.947,none
0.794,0.232,1.947,none
0.788,0.23,1.947,none
0.799,0.23,2.041,none
0.787,0.23,2.041,none
0.8,0.236,2.041,none
0.793,0.234,1.978,none
0.796,0.234,1.978,none
0.796,0.235,2.094,none
0.808,0.236,2.094,none
0.813,0.234,2.108,none
0.796,0.235,2.032,none
0.804,0.238,2.017,none
0.805,0.234,2.037,none
0.798,0.238,2.088,none
0.814,0.231,2.022,none
0.81,0.232,2.068,none
0.802,0.232,2.068,none
0.805,0.232,2.068,none
